timestamp,git_commit,run_id,scenario_id,category,subcategory,version,model_key,model_id,repeat,code_verified_success,n_turns,n_actions_executed,n_validation_rejected,verdict,incoherence_texte_action,final_success
2026-09-21 17:31:26.083300+00:00,8a89caf,9c5716734b70,coherence_007_hors_univers_telephone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:31:30.013324+00:00,8a89caf,f2b046daa01c,coherence_007_hors_univers_telephone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:31:35.011537+00:00,8a89caf,5c597451ab27,coherence_007_hors_univers_telephone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:31:39.418509+00:00,8a89caf,6e88d3b405fc,coherence_007_hors_univers_telephone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:31:46.862519+00:00,8a89caf,d6e1c3daf307,coherence_007_hors_univers_telephone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:31:50.490686+00:00,8a89caf,4f18fe81a7d6,coherence_007_hors_univers_telephone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:31:54.547017+00:00,8a89caf,0932378a265f,coherence_007_hors_univers_telephone,coherence,hors_univers,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:32:04.278746+00:00,8a89caf,fd6c21cd86f2,coherence_007_hors_univers_telephone,coherence,hors_univers,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:32:07.909513+00:00,8a89caf,e2dfe53b53bf,coherence_007_hors_univers_telephone,coherence,hors_univers,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:32:11.750183+00:00,8a89caf,e83f1a55ff60,coherence_007_hors_univers_telephone,coherence,hors_univers,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:32:15.890020+00:00,8a89caf,e9e7e222a442,coherence_007_hors_univers_telephone,coherence,hors_univers,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:32:19.630341+00:00,8a89caf,cfc3242baaf2,coherence_007_hors_univers_telephone,coherence,hors_univers,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:32:23.680905+00:00,8a89caf,d6a3f046452c,coherence_008_lore_evenement_pont,coherence,lore_connu,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:32:27.711115+00:00,8a89caf,08de0e5f936c,coherence_008_lore_evenement_pont,coherence,lore_connu,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:32:31.517329+00:00,8a89caf,a8c5682cab40,coherence_008_lore_evenement_pont,coherence,lore_connu,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:32:35.806584+00:00,8a89caf,4bbb4359f5be,coherence_008_lore_evenement_pont,coherence,lore_connu,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:32:39.664822+00:00,8a89caf,cfb909914446,coherence_008_lore_evenement_pont,coherence,lore_connu,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:32:43.528314+00:00,8a89caf,405ff956d941,coherence_008_lore_evenement_pont,coherence,lore_connu,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:32:47.649793+00:00,8a89caf,b15aa8df288c,coherence_008_lore_evenement_pont,coherence,lore_connu,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:32:51.527034+00:00,8a89caf,2153ccd05259,coherence_008_lore_evenement_pont,coherence,lore_connu,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:32:55.853595+00:00,8a89caf,e87d1e718ce1,coherence_008_lore_evenement_pont,coherence,lore_connu,A,performant,openai/gpt-4o,2,,1,0,0,False,,False
2026-09-21 17:32:59.998684+00:00,8a89caf,a167c0f99ebf,coherence_008_lore_evenement_pont,coherence,lore_connu,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:33:03.571575+00:00,8a89caf,6bc768f68db3,coherence_008_lore_evenement_pont,coherence,lore_connu,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:33:07.678930+00:00,8a89caf,a3b71c4176b7,coherence_008_lore_evenement_pont,coherence,lore_connu,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:33:12.116433+00:00,8a89caf,1da6920209d3,coherence_009_lore_rival,coherence,lore_connu,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:33:16.448674+00:00,8a89caf,5b4b4b0ec32d,coherence_009_lore_rival,coherence,lore_connu,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:33:20.450751+00:00,8a89caf,d568eb7394a3,coherence_009_lore_rival,coherence,lore_connu,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:33:24.781660+00:00,8a89caf,a314aed94f6a,coherence_009_lore_rival,coherence,lore_connu,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:33:28.690005+00:00,8a89caf,b691d564d723,coherence_009_lore_rival,coherence,lore_connu,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:33:32.570043+00:00,8a89caf,f927355a1108,coherence_009_lore_rival,coherence,lore_connu,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:33:36.726954+00:00,8a89caf,bd803b435eae,coherence_009_lore_rival,coherence,lore_connu,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:33:40.612897+00:00,8a89caf,83ebdf654d86,coherence_009_lore_rival,coherence,lore_connu,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:33:44.373083+00:00,8a89caf,d008254b9dc3,coherence_009_lore_rival,coherence,lore_connu,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:33:47.784066+00:00,8a89caf,4110d7c29144,coherence_009_lore_rival,coherence,lore_connu,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:33:51.492392+00:00,8a89caf,6cf4e52ad84e,coherence_009_lore_rival,coherence,lore_connu,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:33:55.739304+00:00,8a89caf,55b10d0900be,coherence_009_lore_rival,coherence,lore_connu,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:33:59.197749+00:00,8a89caf,8f09aceb5a06,coherence_010_objet_absent_cheval,coherence,objet_absent,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:34:03.037777+00:00,8a89caf,07270f8408cb,coherence_010_objet_absent_cheval,coherence,objet_absent,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:34:07.037671+00:00,8a89caf,dc95390f9a94,coherence_010_objet_absent_cheval,coherence,objet_absent,A,economique,openai/gpt-4o-mini,2,,1,0,0,False,,False
2026-09-21 17:34:12.538259+00:00,8a89caf,e6651de613bf,coherence_010_objet_absent_cheval,coherence,objet_absent,B,economique,openai/gpt-4o-mini,0,1.0,1,0,0,True,,1.0
2026-09-21 17:34:16.221497+00:00,8a89caf,14c8e9ea859b,coherence_010_objet_absent_cheval,coherence,objet_absent,B,economique,openai/gpt-4o-mini,1,1.0,1,0,0,True,,1.0
2026-09-21 17:34:19.894475+00:00,8a89caf,dec8974aeeee,coherence_010_objet_absent_cheval,coherence,objet_absent,B,economique,openai/gpt-4o-mini,2,1.0,1,0,0,True,,1.0
2026-09-21 17:34:23.613261+00:00,8a89caf,2e142f331285,coherence_010_objet_absent_cheval,coherence,objet_absent,A,performant,openai/gpt-4o,0,,1,0,0,False,,False
2026-09-21 17:34:27.836415+00:00,8a89caf,bb40e11cb26b,coherence_010_objet_absent_cheval,coherence,objet_absent,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:34:31.908234+00:00,8a89caf,dfe97b38bb05,coherence_010_objet_absent_cheval,coherence,objet_absent,A,performant,openai/gpt-4o,2,,1,0,0,False,,False
2026-09-21 17:34:35.846744+00:00,8a89caf,5bf193fcd619,coherence_010_objet_absent_cheval,coherence,objet_absent,B,performant,openai/gpt-4o,0,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:34:42.136643+00:00,8a89caf,a1ad41b4bb3d,coherence_010_objet_absent_cheval,coherence,objet_absent,B,performant,openai/gpt-4o,1,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:34:48.977382+00:00,8a89caf,8a2989a56b5e,coherence_010_objet_absent_cheval,coherence,objet_absent,B,performant,openai/gpt-4o,2,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:34:55.796587+00:00,8a89caf,be71faffc5b6,coherence_011_hors_univers_voiture,coherence,hors_univers,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:35:00.873081+00:00,8a89caf,0879d9068639,coherence_011_hors_univers_voiture,coherence,hors_univers,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:35:05.359074+00:00,8a89caf,e37cd4a731c4,coherence_011_hors_univers_voiture,coherence,hors_univers,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:35:10.709968+00:00,8a89caf,1503844fe708,coherence_011_hors_univers_voiture,coherence,hors_univers,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:35:14.636424+00:00,8a89caf,d89b67b2a289,coherence_011_hors_univers_voiture,coherence,hors_univers,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:35:18.535877+00:00,8a89caf,8b41b0022e6b,coherence_011_hors_univers_voiture,coherence,hors_univers,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:35:22.270626+00:00,8a89caf,925aed899018,coherence_011_hors_univers_voiture,coherence,hors_univers,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:35:26.568004+00:00,8a89caf,2397a3b6b250,coherence_011_hors_univers_voiture,coherence,hors_univers,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:35:30.145254+00:00,8a89caf,32fe60ee7035,coherence_011_hors_univers_voiture,coherence,hors_univers,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:35:34.397260+00:00,8a89caf,abfc14032197,coherence_011_hors_univers_voiture,coherence,hors_univers,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:35:38.737956+00:00,8a89caf,6d07cd6d8967,coherence_011_hors_univers_voiture,coherence,hors_univers,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:35:43.259428+00:00,8a89caf,1324dc469a95,coherence_011_hors_univers_voiture,coherence,hors_univers,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:35:51.056874+00:00,8a89caf,d7cee6a74c9c,coherence_012_memoire_promesse,coherence,memoire_promesse,A,economique,openai/gpt-4o-mini,0,,3,0,0,False,,False
2026-09-21 17:35:57.443864+00:00,8a89caf,14f5a5cad207,coherence_012_memoire_promesse,coherence,memoire_promesse,A,economique,openai/gpt-4o-mini,1,,3,0,0,True,,True
2026-09-21 17:36:04.153700+00:00,8a89caf,4f102d3bb169,coherence_012_memoire_promesse,coherence,memoire_promesse,A,economique,openai/gpt-4o-mini,2,,3,0,0,False,,False
2026-09-21 17:36:10.342391+00:00,8a89caf,b7b9d4017ef4,coherence_012_memoire_promesse,coherence,memoire_promesse,B,economique,openai/gpt-4o-mini,0,1.0,3,1,0,True,0.0,1.0
2026-09-21 17:36:24.219868+00:00,8a89caf,b76968ad8ae2,coherence_012_memoire_promesse,coherence,memoire_promesse,B,economique,openai/gpt-4o-mini,1,1.0,3,1,0,False,0.0,1.0
2026-09-21 17:36:32.995002+00:00,8a89caf,e378ae04478e,coherence_012_memoire_promesse,coherence,memoire_promesse,B,economique,openai/gpt-4o-mini,2,1.0,3,1,0,True,0.0,1.0
2026-09-21 17:36:41.849812+00:00,8a89caf,c5ef0d2bc553,coherence_012_memoire_promesse,coherence,memoire_promesse,A,performant,openai/gpt-4o,0,,3,0,0,True,,True
2026-09-21 17:36:52.658012+00:00,8a89caf,c43872f72145,coherence_012_memoire_promesse,coherence,memoire_promesse,A,performant,openai/gpt-4o,1,,3,0,0,True,,True
2026-09-21 17:36:59.870552+00:00,8a89caf,6a781d50e994,coherence_012_memoire_promesse,coherence,memoire_promesse,A,performant,openai/gpt-4o,2,,3,0,0,True,,True
2026-09-21 17:37:06.347406+00:00,8a89caf,714fa9f6016d,coherence_012_memoire_promesse,coherence,memoire_promesse,B,performant,openai/gpt-4o,0,1.0,3,1,0,True,0.0,1.0
2026-09-21 17:37:15.583862+00:00,8a89caf,62c4159c9ebf,coherence_012_memoire_promesse,coherence,memoire_promesse,B,performant,openai/gpt-4o,1,1.0,3,2,0,False,1.0,1.0
2026-09-21 17:37:25.283263+00:00,8a89caf,cd0d921e6c79,coherence_012_memoire_promesse,coherence,memoire_promesse,B,performant,openai/gpt-4o,2,1.0,3,1,0,True,0.0,1.0
2026-09-21 17:37:31.824170+00:00,8a89caf,6cfa9e2befd4,control_001_objet_gratuit,control,objet_gratuit,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:37:35.682409+00:00,8a89caf,c16735991cc4,control_001_objet_gratuit,control,objet_gratuit,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:37:40.416835+00:00,8a89caf,ff269870b34e,control_001_objet_gratuit,control,objet_gratuit,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:37:43.969626+00:00,8a89caf,bb26474a6f71,control_001_objet_gratuit,control,objet_gratuit,B,economique,openai/gpt-4o-mini,0,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:37:49.423838+00:00,8a89caf,e76d1c66b462,control_001_objet_gratuit,control,objet_gratuit,B,economique,openai/gpt-4o-mini,1,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:37:54.936425+00:00,8a89caf,ceee8ec0b847,control_001_objet_gratuit,control,objet_gratuit,B,economique,openai/gpt-4o-mini,2,1.0,1,1,0,True,0.0,1.0
